step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
521,CASH_OUT,222920,C901834280,220566,465882,C667243311,395924,752648,1,0
302,CASH_OUT,95068,C197044071,279916,35198,C112956853,349207,29424,0,0
696,CASH_OUT,50568,C565973314,356930,482898,C487726245,706165,789575,0,0
644,TRANSFER,56854,C205702499,263456,184750,C439809925,170458,454887,0,0
462,CASH_OUT,34931,C916440738,23572,267589,C241715543,732228,308293,0,0
363,PAYMENT,288899,C780481547,186023,115018,M515364404,337088,572735,0,0
544,DEBIT,283917,C855797020,421655,368427,C710293796,551374,610994,0,0
226,CASH_OUT,46333,C207918827,199847,346407,C551898779,431413,434417,0,0
216,CASH_OUT,166380,C576396216,31533,401392,C492358645,288581,727729,0,0
99,DEBIT,463,C278632824,112143,441433,C686645526,632822,359838,0,0
65,CASH_OUT,224540,C845178074,409898,58105,C833303441,38886,548683,1,0
647,DEBIT,17084,C421549249,356440,337109,C285510711,420515,17839,0,0
18,TRANSFER,44431,C131081879,85501,45510,C918970742,586056,542659,0,0
21,DEBIT,221539,C149382425,43013,17198,C605748101,25301,364494,1,0
183,CASH_OUT,294561,C448294647,273672,258852,C927175323,714622,97556,1,0
399,TRANSFER,231508,C954852540,167403,17101,C178374393,669615,733354,1,0
209,CASH_OUT,4651,C160257560,437574,179559,C117920106,141868,280356,0,0
689,TRANSFER,43166,C415001254,166239,341090,C730676755,199041,333296,0,0
24,CASH_OUT,254143,C484897084,187840,168461,C172512549,631540,528222,1,0
363,CASH_OUT,131927,C502482554,169169,33370,C114810579,627901,321827,0,0
554,PAYMENT,98027,C562446417,392765,153868,M381519299,392508,482233,0,0
504,TRANSFER,35963,C256304376,206659,309091,C331652222,700461,396605,0,0
613,CASH_OUT,288863,C362204999,138518,327313,C142763764,617300,120424,1,0
113,TRANSFER,145557,C670335494,317388,465514,C164927936,364692,626816,0,0
474,PAYMENT,291079,C542437192,326944,69812,M947493681,3212,331355,0,0
548,TRANSFER,102880,C707660630,290507,214340,C527322429,603810,443881,0,0
288,PAYMENT,155163,C832077572,189400,144526,M643968992,328085,470471,0,0
168,TRANSFER,242362,C950961305,350002,479490,C407613928,639544,17412,1,0
257,DEBIT,111925,C293334613,222426,284243,C774922644,505533,51986,0,0
687,DEBIT,286173,C282518553,308363,60520,C865179645,262968,658425,0,0
588,CASH_OUT,19873,C287979290,231110,243722,C637997228,143949,664407,0,0
22,CASH_OUT,85574,C184791618,133964,168050,C923678093,604065,135513,0,0
291,CASH_OUT,235802,C754436820,49832,273388,C546066704,796966,497303,0,0
689,CASH_OUT,41215,C510753814,476818,72534,C554810443,799235,129774,0,1
585,CASH_OUT,258221,C765408938,476040,222787,C853563434,54795,538908,1,0
477,TRANSFER,159584,C833510170,144811,12809,C531942087,591759,635433,1,0
130,DEBIT,56733,C358589021,66188,9004,C188506190,476015,150595,0,1
567,PAYMENT,111676,C634366139,476872,437680,M787771674,764705,241452,0,0
108,DEBIT,47699,C726160204,418333,404494,C676132087,730548,758339,0,0
628,CASH_OUT,230283,C253671484,236981,14925,C677303044,602960,446732,1,0
537,CASH_OUT,51372,C349310440,232366,39328,C761475488,134962,256492,0,0
154,TRANSFER,256108,C595155950,253516,435986,C263939376,443333,154731,1,0
412,CASH_OUT,87553,C784944881,227650,175717,C397928718,293805,118833,0,0
220,DEBIT,238757,C372706093,409142,415874,C189761677,743987,527703,0,1
485,CASH_OUT,213086,C593460064,12780,42923,C432759989,16575,539519,0,0
134,DEBIT,192988,C374154962,142832,54691,C184848753,229602,23814,0,0
660,DEBIT,131125,C816014770,14123,464702,C649009234,252061,345712,0,0
178,PAYMENT,298551,C110090412,282745,433292,M318181642,757902,210913,0,0
149,TRANSFER,49868,C963968184,146731,54645,C967647911,568728,390909,0,0
402,TRANSFER,11149,C599561877,284764,221281,C266834924,395507,270896,0,1
230,CASH_OUT,207470,C408842146,20369,205538,C675944565,56879,644919,0,0
477,DEBIT,177068,C827579147,26442,334154,C450845460,487801,100960,0,0
440,PAYMENT,227005,C686905284,392300,246300,M519544755,470917,328380,0,0
443,CASH_OUT,91973,C269625036,344953,463026,C729682105,473267,695269,0,0
163,TRANSFER,90154,C179308612,377544,243942,C781068259,412230,570638,0,0
450,DEBIT,237990,C574303740,444475,259013,C919505668,450953,24935,0,0
506,CASH_OUT,168835,C471048258,402932,298931,C996065974,25968,513264,1,0
557,TRANSFER,51582,C730900313,295515,200903,C797759882,95220,307475,0,0
517,DEBIT,268767,C421214426,139152,64033,C831277972,87725,665468,0,0
173,PAYMENT,10392,C786055206,298021,87340,M790581965,170491,155304,1,0
35,CASH_OUT,141549,C555598254,378226,161637,C170990535,715995,6834,0,0
3,PAYMENT,21498,C841218491,98843,299355,M433041955,91788,54918,0,0
374,CASH_OUT,127201,C368540924,157088,262063,C850197517,694793,797147,0,0
450,TRANSFER,263458,C590523712,7025,61742,C569747059,113436,401252,0,0
696,CASH_OUT,297224,C424400672,16304,124078,C883786839,201457,65231,0,0
497,DEBIT,236461,C313907621,135174,15739,C356234948,399122,509740,0,0
206,DEBIT,63984,C513061224,353351,362816,C162176039,98980,598422,0,0
509,DEBIT,232134,C618840705,241504,252299,C362508142,453962,708854,0,0
141,TRANSFER,221035,C214518079,444936,245256,C192570281,14407,547108,1,0
346,CASH_OUT,125097,C354697684,464761,49810,C566523205,419814,161545,0,0
453,DEBIT,207046,C509486794,310511,468163,C224539647,236139,32556,0,0
196,TRANSFER,266286,C714097318,174469,8720,C586804311,468968,534951,1,0
578,TRANSFER,167996,C485429460,309222,290690,C757448675,381965,414364,1,0
454,TRANSFER,207483,C717199615,155146,491444,C753728820,417983,733349,1,0
207,TRANSFER,124377,C417690559,54555,15748,C159086532,643955,740233,0,0
101,CASH_OUT,247213,C850845198,69519,164361,C432097676,630381,422994,0,0
37,DEBIT,27402,C417001612,279301,177696,C815197502,252990,429387,0,0
654,DEBIT,295203,C123557463,374598,350959,C896387342,560948,77400,0,0
25,TRANSFER,216879,C991246046,350697,102652,C806578337,729422,576702,1,0
188,DEBIT,105415,C806768884,61264,231572,C895275666,667554,543961,0,0
378,PAYMENT,76496,C524993183,485654,333110,M288598352,242821,684550,0,0
676,DEBIT,286774,C394721069,242431,57888,C228250953,495873,45957,1,0
553,PAYMENT,123877,C108695125,261401,49116,M113598909,339112,225253,0,0
133,PAYMENT,86226,C707661655,70199,369999,M860102491,785313,687846,0,0
381,TRANSFER,263785,C836371599,226494,230487,C247330045,665582,300206,1,0
617,DEBIT,159862,C935705734,229354,456610,C853229478,643107,493938,0,0
686,PAYMENT,12979,C899582079,33359,480699,M112187618,178417,117954,1,0
29,TRANSFER,118786,C152660856,367619,187964,C275913951,524252,423751,0,0
578,CASH_OUT,61654,C751124015,430246,56238,C633019326,300767,499127,0,0
40,DEBIT,104086,C900122509,27213,420125,C472271797,541465,294542,0,0
616,DEBIT,182547,C633356861,9304,325259,C661572729,222873,112808,0,0
590,TRANSFER,14116,C994253959,342059,107157,C655363795,85834,751580,0,0
578,PAYMENT,151053,C407298630,34743,197745,M940725996,236591,209820,0,0
46,PAYMENT,133601,C932945529,266755,460655,M983160026,396608,189243,0,0
373,CASH_OUT,250794,C957769526,196604,23382,C873916084,660319,468084,1,0
645,CASH_OUT,71905,C347087743,454923,20448,C378364310,309454,565438,0,0
499,DEBIT,59338,C751831074,447185,150004,C279275105,58249,535452,0,0
206,DEBIT,233478,C961067882,234824,21101,C499291766,130577,278169,0,0
466,DEBIT,129629,C478301747,102395,482360,C236290703,41721,40503,0,0
175,CASH_OUT,126557,C335154329,379056,376564,C905066256,18394,39427,0,0
550,CASH_OUT,132301,C783563240,103602,125607,C938725480,61086,13944,0,0
190,CASH_OUT,38446,C304152670,499752,103591,C388583671,581243,629735,0,0
60,TRANSFER,113868,C766676815,131436,110771,C886983862,400717,11957,0,0
264,CASH_OUT,114556,C369108475,61293,498149,C226762436,510241,717103,0,0
170,TRANSFER,82766,C827744047,369153,456526,C928316966,180557,356961,0,1
259,CASH_OUT,42698,C911294971,208542,363727,C131521039,660709,401345,0,0
217,CASH_OUT,107549,C874090950,465134,280083,C459715348,237626,223283,0,0
601,TRANSFER,26370,C924065468,70799,320878,C966625455,257288,786427,0,0
504,PAYMENT,223168,C807790785,184087,120360,M560983746,18226,690170,0,0
699,TRANSFER,148559,C831062591,237777,457201,C392036942,558088,76067,0,0
512,DEBIT,268608,C246865585,207374,356559,C662484182,63471,232033,0,0
673,CASH_OUT,133065,C774576271,183744,33525,C168582026,465705,543863,0,0
502,PAYMENT,119975,C204328975,426941,175024,M382340033,59332,627838,0,0
344,CASH_OUT,201898,C773728014,495054,66446,C864851260,393781,46073,1,0
271,DEBIT,254588,C794002948,227967,372598,C719175016,506733,393327,0,0
74,PAYMENT,291175,C142329671,142321,295182,M773808249,727513,770497,0,1
505,PAYMENT,190961,C431714152,230849,57153,M182753316,567152,18077,0,0
607,CASH_OUT,83893,C946764061,480891,282346,C632734398,423359,392888,0,0
30,CASH_OUT,262272,C573330302,126812,181980,C588764892,113123,771829,1,0
143,DEBIT,98373,C135824891,37743,365052,C648447868,417011,86366,0,0
441,PAYMENT,213714,C722312633,261677,302725,M486680089,20557,395380,0,0
208,CASH_OUT,39269,C491766764,414384,298307,C159527291,46870,539442,0,0
400,TRANSFER,89412,C886365312,234622,301167,C636452156,290320,310546,0,0
21,TRANSFER,249817,C241102355,268227,450219,C708689346,427310,556888,1,0
243,TRANSFER,165350,C196779973,358780,4646,C279187532,85687,239343,1,0
673,PAYMENT,79311,C416872439,213869,330724,M494801749,614361,422618,0,0
374,PAYMENT,222733,C450811990,344937,441916,M268910304,470897,76757,0,0
83,TRANSFER,78958,C902601465,219739,35326,C373928805,23404,125172,0,0
473,PAYMENT,297983,C546143048,436149,329205,M930355646,253856,625244,0,0
679,CASH_OUT,39439,C288592093,173917,86153,C210493305,542671,581755,0,0
475,PAYMENT,174288,C315601773,197008,272743,M716233644,298964,576380,0,0
611,PAYMENT,83129,C241905500,226022,308166,M823831302,279860,480306,0,1
283,TRANSFER,227755,C944511703,234745,21292,C876077372,493515,56625,1,0
467,PAYMENT,191912,C679184667,53251,264603,M223838514,420091,52494,0,0
220,CASH_OUT,75461,C492836532,392002,473484,C345247378,456395,345282,0,0
571,CASH_OUT,58482,C669998399,375705,448137,C895406424,85186,193953,0,0
407,TRANSFER,23764,C638798023,22414,427345,C646346564,91291,737667,0,0
636,DEBIT,80871,C392624015,452352,304893,C102757916,481294,681675,0,0
562,DEBIT,278776,C991713190,485260,58150,C147285340,633350,57755,0,0
144,CASH_OUT,161181,C276678230,305745,75582,C113194223,688722,272976,1,0
659,DEBIT,110268,C375919523,493219,21711,C362585121,43923,632465,0,0
455,CASH_OUT,56496,C985503942,397625,496673,C149372289,492646,67173,0,0
604,DEBIT,198867,C617380166,455925,494509,C606553372,653761,636480,0,0
250,TRANSFER,53151,C965960427,208472,7887,C490816787,440187,765167,0,0
283,DEBIT,80252,C416905717,367968,290595,C511221078,314041,742547,0,0
482,DEBIT,69193,C901611993,17824,212376,C261152186,248595,628021,0,0
315,PAYMENT,65856,C463692735,25368,297197,M292157835,50272,195552,0,0
666,CASH_OUT,27050,C963538119,372448,343275,C137971349,503575,456770,0,0
440,CASH_OUT,282903,C223662532,309878,136746,C693634042,446605,97275,1,0
41,TRANSFER,134465,C602866993,70765,62583,C962338680,271984,321059,0,0
664,CASH_OUT,218406,C180852074,111030,103565,C866673993,359500,412707,1,0
1,PAYMENT,159888,C251136695,205993,93708,M895283876,300646,451182,0,0
83,PAYMENT,100799,C909763993,435132,167720,M804056048,181136,680243,0,0
245,PAYMENT,258767,C342251928,325438,300572,M550294365,173285,537706,0,0
183,TRANSFER,219706,C826197069,350041,161386,C341071485,730074,238408,1,0
229,DEBIT,97306,C877621770,325145,72219,C445532283,126228,351314,0,0
121,CASH_OUT,190815,C824138175,200940,43147,C366570563,629957,318461,1,0
92,TRANSFER,239754,C526717340,154468,98035,C546952114,417876,201958,1,0
683,CASH_OUT,56117,C963919401,386006,334937,C873403266,1532,199933,0,0
191,DEBIT,286844,C698409868,264159,271176,C443527737,21797,731874,0,0
17,PAYMENT,180636,C492747974,288516,397997,M391261014,307682,149273,0,0
176,TRANSFER,98164,C196961971,169746,497705,C986907524,397694,442985,0,0
517,CASH_OUT,263981,C948988297,93608,246590,C183630600,619185,406516,1,0
672,PAYMENT,59650,C523671208,277834,219678,M713682070,605599,720799,0,0
5,DEBIT,245377,C114945047,83990,320739,C500299721,797399,468897,0,0
65,TRANSFER,77195,C383960237,81371,483248,C228205773,129576,555737,0,0
264,CASH_OUT,158197,C676140134,148395,23446,C639062353,467508,358720,1,0
524,PAYMENT,63979,C232702394,360704,286384,M822977979,148306,348899,0,0
693,TRANSFER,236924,C588322781,261674,367847,C156556289,280371,698408,1,0
182,CASH_OUT,288556,C495765839,314444,337232,C292569534,530696,51712,1,0
113,PAYMENT,164941,C822443971,337530,87273,M339643129,605507,347455,0,0
58,DEBIT,22590,C904245086,77514,217986,C963651372,449181,34593,0,0
676,TRANSFER,5736,C821920438,309924,181844,C653808250,92643,743631,0,0
162,PAYMENT,194046,C381493671,283473,255540,M149315449,132335,539871,0,0
349,TRANSFER,204703,C727666622,87502,55781,C530489781,580420,793091,0,0
397,DEBIT,246401,C509123009,115377,143279,C174009197,628556,65470,0,0
196,DEBIT,89502,C983063850,462326,335742,C599391065,40449,420476,0,0
451,PAYMENT,31828,C785637052,197472,19340,M403124688,95287,56790,0,0
251,PAYMENT,271289,C498866784,249720,349033,M930568802,503528,586613,0,0
330,DEBIT,298354,C216335741,229484,175403,C433609196,467453,632551,0,0
620,TRANSFER,33883,C824600232,416740,302788,C451436694,690807,573744,0,0
402,PAYMENT,206655,C351064359,255564,214772,M192755745,75976,209957,0,0
410,DEBIT,7633,C606244434,90410,246514,C693877361,120283,415732,0,0
36,PAYMENT,183722,C126870011,432925,71240,M590427473,675371,567476,0,0
384,DEBIT,159098,C765233376,363157,6021,C108556837,321961,185915,0,0
253,CASH_OUT,142103,C702806585,488484,82970,C496124146,311493,430754,0,0
648,TRANSFER,91009,C452194058,146826,137980,C315469014,561032,383545,0,0
217,CASH_OUT,255330,C755070775,340611,144013,C413097844,532191,478921,1,0
1,CASH_OUT,77046,C337691219,163347,137405,C705382875,394655,166234,0,0
573,DEBIT,271120,C795411453,76675,15487,C942358213,429059,527339,0,0
349,CASH_OUT,291719,C167878777,78097,281298,C426320130,622186,653980,0,0
390,CASH_OUT,91421,C782259766,323751,87695,C894113665,581253,637402,0,0
654,CASH_OUT,66717,C984607950,476377,479871,C768637849,37403,667482,0,0
485,DEBIT,5468,C598503464,290218,450472,C360472583,244497,76126,0,0
494,TRANSFER,117274,C852775879,431247,67546,C598137488,384412,448381,0,0
505,DEBIT,248199,C424474225,367029,118171,C495430792,30924,683195,0,0
280,PAYMENT,88402,C797115550,40524,278203,M735323297,72847,154779,0,0
570,PAYMENT,15316,C538404342,163522,88952,M629741991,125407,382784,0,0
457,PAYMENT,260629,C225279834,151328,15419,M929587172,138923,248053,0,0
244,CASH_OUT,163047,C250084428,336639,348405,C933101205,555639,9145,1,0
428,CASH_OUT,40733,C148690765,454725,228625,C309833231,733902,290299,0,1
163,CASH_OUT,229116,C139956218,382869,102903,C886476517,713934,527527,1,0
511,DEBIT,87693,C426808977,370,36,C686863518,537953,358315,0,0
118,DEBIT,38285,C628951656,260115,61748,C916561565,128145,498477,0,0
533,PAYMENT,49211,C224683417,300706,66151,M954670083,795712,605109,0,0
229,DEBIT,202378,C204359116,120533,230259,C363202977,597640,778539,0,0
469,PAYMENT,286050,C352114611,31541,281315,M261669421,706902,651201,0,0
363,DEBIT,23877,C677186272,446476,248342,C106848195,353142,173453,0,1
43,TRANSFER,43990,C245668163,472517,494087,C540272920,592642,127897,0,0
37,PAYMENT,199371,C517305280,150616,156629,M125673445,455519,292867,0,0
289,PAYMENT,119424,C587096273,181762,24102,M350179421,287588,40285,0,0
75,TRANSFER,230981,C498370582,106601,221370,C681479730,679706,264946,1,0
223,TRANSFER,72784,C819929088,388464,174942,C471969615,512164,158352,0,0
672,PAYMENT,153957,C897940629,234748,181026,M782837348,661944,448052,0,0
396,TRANSFER,104227,C847843987,339260,81015,C844597866,286420,565109,0,0
654,DEBIT,139781,C680027275,362470,406496,C110302352,78229,51524,0,0
596,CASH_OUT,227729,C550033924,453312,69072,C459722166,107772,637677,1,0
574,CASH_OUT,152572,C730651895,180680,194760,C101569849,739145,289400,1,0
395,PAYMENT,23431,C897005281,453396,241121,M914893975,366056,513463,0,1
436,DEBIT,89460,C880179899,151043,233451,C805774632,229164,87007,0,0
601,CASH_OUT,80774,C265917699,340014,428906,C504022022,531992,664276,0,0
181,DEBIT,3221,C545478870,158635,25395,C892510222,738027,644938,0,0
439,PAYMENT,134894,C803217037,441737,312254,M880841206,759860,24956,0,0
460,DEBIT,268056,C206323670,304647,101422,C430187039,176682,421972,0,0
495,DEBIT,205927,C995171130,380643,55786,C211614410,320098,332703,0,0
345,TRANSFER,258889,C625432379,465228,191012,C320325776,90197,313142,1,0
58,PAYMENT,2865,C761051532,481809,467119,M668883968,329314,788419,1,0
335,DEBIT,26038,C538211092,11009,455358,C355730504,17184,65206,0,0
561,CASH_OUT,172029,C400368694,497393,429865,C550773824,348125,622642,1,0
236,PAYMENT,208986,C135128844,226971,72723,M628311983,632909,75503,0,0
562,DEBIT,70346,C841183219,136611,241942,C164311845,734784,558310,0,0
73,PAYMENT,145917,C497853519,95057,63083,M252872361,137901,184492,0,0
363,DEBIT,299669,C333291547,146320,60204,C864131026,571952,789106,0,0
85,CASH_OUT,12567,C576078963,31568,415701,C400460098,432525,430715,0,0
625,PAYMENT,195658,C577488537,12336,348737,M199886596,413870,276463,0,1
429,DEBIT,282246,C353524015,66433,145921,C147137549,194202,317319,0,0
126,DEBIT,79536,C489431174,100474,307357,C348541776,776934,137022,0,0
675,TRANSFER,43718,C206681214,55823,269692,C658087211,243825,337044,0,0
332,CASH_OUT,170924,C836243579,464710,203485,C543516366,282902,190701,1,0
70,CASH_OUT,30561,C494422907,3770,472694,C852528635,452834,236830,0,0
359,CASH_OUT,96243,C684615760,124693,83184,C499960213,663613,481946,0,0
41,CASH_OUT,128752,C792377512,139143,67945,C592265554,99599,601461,0,0
270,PAYMENT,130293,C485123110,374857,466572,M903050869,604146,49875,0,0
114,DEBIT,162796,C165015165,187167,210084,C191163279,640537,13149,0,0
120,DEBIT,97559,C527499187,254664,341377,C723597716,620514,559834,0,0
364,PAYMENT,184635,C396225446,324646,326958,M202625025,492049,175918,0,0
263,CASH_OUT,193687,C303805386,240201,56440,C642698931,128305,770157,1,0
515,DEBIT,121325,C231167999,342864,276600,C243359401,395462,554055,0,0
334,TRANSFER,212304,C984968439,150594,58499,C784205125,319349,58650,1,0
161,PAYMENT,11926,C588249062,166866,486625,M980428452,370283,544481,0,0
67,PAYMENT,231476,C198433586,408366,149112,M523431477,567044,520724,0,1
92,DEBIT,239747,C811642514,224691,122537,C180348617,345564,70687,0,0
209,TRANSFER,281401,C327746886,279309,331589,C735543236,649086,66778,1,0
308,DEBIT,98807,C789024924,292926,301951,C709692870,256094,601025,0,0
195,TRANSFER,115757,C786650291,211979,135009,C166875719,94835,724203,0,0
405,DEBIT,126302,C741180590,262630,345851,C567059305,425716,745076,0,0
556,DEBIT,112769,C122932394,265334,416454,C811293744,235994,744227,0,0
287,CASH_OUT,139233,C154308262,371024,235603,C240346956,118384,463539,0,0
238,CASH_OUT,113706,C944814262,411373,327222,C354231714,379518,580609,0,0
405,DEBIT,122457,C458102728,4722,463238,C413184748,98993,712495,0,0
486,PAYMENT,79831,C361530104,262571,302085,M380236885,397067,286342,0,0
545,CASH_OUT,153566,C235209737,24406,252856,C438238241,389522,439645,0,0
114,DEBIT,81594,C945011302,85053,103700,C959870518,397046,251536,0,0
568,TRANSFER,270677,C706210987,364735,463723,C521929719,215963,256960,1,0
455,TRANSFER,266286,C320337809,396053,206641,C852398388,754283,362839,1,0
176,PAYMENT,282360,C173669588,476322,15250,M993245640,519149,287744,0,0
612,DEBIT,298857,C991010113,304466,401736,C889579134,789125,273445,0,0
329,CASH_OUT,191413,C921581473,204829,456805,C450309958,334192,242723,1,0
264,PAYMENT,229147,C695076080,411421,31323,M441511874,450281,615358,0,0
360,PAYMENT,86396,C322433532,153329,92447,M586145040,211325,706182,1,0
651,TRANSFER,130964,C729624046,402993,376823,C392010397,251249,248465,0,0
559,CASH_OUT,225023,C331875999,311896,130016,C350838144,553452,231979,1,0
481,CASH_OUT,117669,C973008988,398422,206971,C180195016,168265,174899,0,0
436,PAYMENT,177290,C350180427,347625,400686,M317661025,440990,109398,0,0
350,PAYMENT,148825,C452788129,164437,129466,M246148980,763277,518943,0,0
306,PAYMENT,69553,C931471931,406100,471386,M937450959,546120,751891,0,0
69,PAYMENT,270101,C258435089,413341,371030,M926938633,351301,402576,0,0
670,DEBIT,161664,C946799779,62576,16191,C727825475,584027,56152,0,0
147,DEBIT,298262,C739930411,476984,97819,C217008688,15675,291168,0,0
139,TRANSFER,267698,C103044648,90365,376570,C266870811,352935,389297,0,0
172,PAYMENT,162548,C397721596,337735,167995,M213449146,416981,533022,0,0
120,DEBIT,178528,C255357534,484497,279400,C276496293,125613,94472,0,0
268,PAYMENT,44539,C239577989,57175,297641,M582718617,699192,68464,0,0
534,CASH_OUT,174412,C680051935,249301,235892,C600422869,680516,417341,1,0
514,DEBIT,205804,C369137895,35561,131120,C437190678,671367,84600,0,0
198,PAYMENT,121461,C957397689,102416,224402,M536489528,118632,693739,0,0
149,PAYMENT,202921,C287364857,122366,224491,M229640083,108750,482112,0,0
216,DEBIT,283995,C218032515,397693,245259,C675444604,786458,327111,0,0
90,DEBIT,216498,C809805235,209486,394830,C484708210,475634,513909,0,0
665,CASH_OUT,123814,C127681228,369604,57560,C927142786,410439,394692,0,0
578,TRANSFER,223222,C241522640,446296,227997,C322947698,199548,136615,1,0
449,DEBIT,2006,C115956152,300178,89407,C585242269,565379,587699,0,0
459,PAYMENT,24724,C484659715,264130,18800,M431042889,241207,531088,0,0
12,PAYMENT,198210,C948239575,427562,165912,M597514616,706502,579823,0,0
201,CASH_OUT,73002,C946571918,129560,350806,C384550090,5,703446,0,0
242,PAYMENT,290087,C355477113,296959,409074,M228756206,544283,173420,0,0
47,CASH_OUT,229602,C732276010,246889,329101,C197088689,493406,59789,1,0
666,TRANSFER,146900,C447646966,341559,120288,C269238221,476154,97421,0,0
159,TRANSFER,154772,C116944811,117472,420411,C967150570,219854,86675,1,0
173,CASH_OUT,153570,C287095435,231773,397516,C836645781,31566,285069,1,0
314,DEBIT,93320,C384936197,205863,256805,C426648350,116751,99830,0,0
324,CASH_OUT,267007,C156263020,326754,443924,C987325945,339749,481891,1,0
698,DEBIT,96616,C236105947,200722,108261,C856671023,202682,45330,0,0
590,PAYMENT,259070,C896413702,222345,29986,M848267035,85333,161101,0,0
177,CASH_OUT,209174,C552002959,457426,71934,C747791119,618308,244348,1,0
165,TRANSFER,181243,C664880035,59949,97841,C143303806,637096,600807,0,0
400,PAYMENT,158798,C222030010,280488,401679,M330876810,117255,140661,0,1
118,DEBIT,270231,C900651998,219188,186381,C997567367,334678,412156,0,0
239,DEBIT,107151,C168244921,351441,352465,C451965766,83805,327371,0,0
214,TRANSFER,99577,C611365210,22694,115871,C259261469,674035,420945,0,0
350,PAYMENT,276419,C581331845,253765,106147,M197939109,151958,460915,0,0
432,CASH_OUT,7797,C935389432,94937,471058,C863599447,232131,143979,0,0
633,PAYMENT,152153,C488736388,350171,84631,M366522892,248765,42351,0,0
382,PAYMENT,259527,C651085057,27757,365871,M481975879,531022,102478,0,0
301,CASH_OUT,199857,C737444033,243950,271372,C525464250,442667,265508,1,0
283,TRANSFER,178273,C217095851,100572,373377,C651323128,95424,428410,1,0
449,CASH_OUT,299282,C585337126,453112,273412,C152560325,631469,733251,1,0
657,PAYMENT,107144,C640992677,320974,32175,M827120114,102552,227977,0,0
244,CASH_OUT,82303,C337887233,445021,490488,C420877774,647779,30750,1,0
460,DEBIT,236471,C760465943,336497,487550,C379351967,725772,509622,0,0
159,CASH_OUT,201993,C146562851,392977,49648,C980564513,65488,246765,1,0
570,CASH_OUT,123176,C880871219,354547,385887,C286689063,783849,158497,0,0
570,TRANSFER,125951,C940983577,382601,414399,C133374137,337990,285356,0,0
194,DEBIT,107673,C807491789,238634,472243,C534212844,674075,259673,0,0
43,DEBIT,272268,C659903980,397527,159487,C585547305,648413,504204,0,0
616,TRANSFER,107892,C423873102,123852,342363,C696950800,275251,687933,0,0
380,TRANSFER,291755,C591819409,234750,254547,C903243119,406521,344864,1,0
607,TRANSFER,237574,C790781796,138595,344352,C690687810,444846,206748,1,0
159,CASH_OUT,262148,C133447745,96494,41190,C368277223,702356,311356,0,0
511,DEBIT,114916,C165310776,246222,458007,C201710492,673356,689126,0,0
250,CASH_OUT,73668,C614302907,168369,273740,C596115163,15376,85997,0,0
542,DEBIT,73805,C531233244,120938,437631,C209422179,654299,244955,0,0
372,TRANSFER,126182,C557707813,127337,262128,C963177562,672960,311095,1,0
505,PAYMENT,77625,C836691577,421831,262640,M952346725,328761,723439,0,0
445,PAYMENT,208237,C215923129,334091,201447,M250101639,87745,229351,0,1
400,DEBIT,181162,C626422169,135091,279819,C230409444,603347,743919,0,0
221,DEBIT,97270,C864935082,20156,102840,C112838650,321289,375735,0,0
381,PAYMENT,179945,C576271425,166129,73230,M166216779,572854,142049,0,0
658,CASH_OUT,182147,C178910051,47367,130963,C991605503,745225,228464,0,0
336,PAYMENT,92937,C186748119,111095,390449,M938549404,462753,82446,0,0
167,DEBIT,193033,C445864933,85395,286705,C338680070,452546,575147,0,0
156,CASH_OUT,127970,C753154389,368781,22063,C240354421,169259,264208,0,0
22,TRANSFER,122087,C259272239,92091,239644,C312743722,152110,359589,0,0
656,PAYMENT,190267,C170525764,10514,124279,M984412594,470336,420489,0,0
423,CASH_OUT,197427,C235497187,155855,421136,C530121446,499479,567487,1,0
213,DEBIT,183124,C395296179,392102,361085,C499689381,617718,70949,0,0
12,TRANSFER,40642,C770355806,200919,159423,C836893185,709687,469363,0,0
128,PAYMENT,267773,C779760958,478365,260226,M776776838,184972,493466,0,0
623,DEBIT,72735,C728530544,364691,10567,C792225271,618214,48242,0,0
672,CASH_OUT,29645,C688793237,254394,447284,C190236646,114836,668298,0,0
490,PAYMENT,168212,C864668242,205123,246052,M725265416,790243,406656,0,0
69,DEBIT,242978,C449165212,484716,262463,C729340221,101536,491582,0,0
511,CASH_OUT,228684,C508992977,283112,28900,C377906552,132994,604579,1,0
69,DEBIT,39446,C741444618,384822,73527,C972680546,168332,194855,0,0
548,TRANSFER,200452,C669681065,54213,477936,C180516876,306256,39726,0,0
623,TRANSFER,139905,C416644047,449732,416232,C123407763,356215,317473,0,0
280,TRANSFER,9296,C587173220,108241,27268,C169226321,453739,610505,0,0
148,DEBIT,272644,C642831335,365088,177043,C312332805,207606,728871,0,0
458,DEBIT,46518,C750072069,326983,29873,C793623149,668582,267913,0,0
72,CASH_OUT,57274,C561923010,94244,171813,C576130756,700457,555435,0,0
75,DEBIT,89976,C206492059,483506,284305,C968977829,748423,48110,0,0
318,PAYMENT,33735,C951580447,333811,490913,M238288872,118728,265205,0,0
455,DEBIT,78584,C853529912,98971,16375,C198761306,9695,541729,0,0
369,TRANSFER,202638,C222851168,180645,214801,C990514408,331004,652739,1,0
391,DEBIT,102172,C802992685,297789,271251,C968536025,361799,321901,0,0
321,CASH_OUT,26672,C798916441,162357,33593,C455998988,52044,413612,0,0
